"tipo_objeto","objeto","tabela","classificacao","destino_ou_acao","justificativa"
"indice","profiles.profiles_ativo_idx","profiles","REMOVER","eliminar com a tabela","Recriar após constraints e padrões de acesso definitivos"
"indice","profiles.profiles_empresa_id_idx","profiles","REMOVER","eliminar com a tabela","Recriar após constraints e padrões de acesso definitivos"
"indice","profiles.profiles_nivel_acesso_idx","profiles","REMOVER","eliminar com a tabela","Recriar após constraints e padrões de acesso definitivos"
"indice","profiles.profiles_pkey","profiles","REMOVER","eliminar com a tabela","Recriar após constraints e padrões de acesso definitivos"
"indice","projeto_itens.projeto_itens_bom_idx","projeto_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projeto_itens.projeto_itens_empresa_id_idx","projeto_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projeto_itens.projeto_itens_pkey","projeto_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projeto_itens.projeto_itens_pn_idx","projeto_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projeto_itens.projeto_itens_produto_id_idx","projeto_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projeto_itens.projeto_itens_projeto_id_idx","projeto_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_cliente_id_idx","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_data_objetivo_idx","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_empresa_id_idx","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_numero_projeto_idx","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_numero_projeto_key","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_pkey","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_prioridade_idx","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","projetos.projetos_status_idx","projetos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_ativo_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_codigo_key","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_created_by_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_deleted_at_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_deleted_by_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_empresa_ativo_deleted_at_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_empresa_codigo_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_empresa_deleted_at_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_empresa_grupo_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_empresa_setor_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_empresa_updated_at_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_grupo_id_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_nome_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_pkey","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_setor_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_status_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_tecnologia_aplicada_id_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","recursos_produtivos.recursos_produtivos_updated_at_idx","recursos_produtivos","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicao_compra_itens.requisicao_compra_itens_material_idx","requisicao_compra_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicao_compra_itens.requisicao_compra_itens_pkey","requisicao_compra_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicao_compra_itens.requisicao_compra_itens_requisicao_idx","requisicao_compra_itens","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicoes_compra.requisicoes_compra_empresa_status_idx","requisicoes_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicoes_compra.requisicoes_compra_numero_empresa_uniq","requisicoes_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicoes_compra.requisicoes_compra_of_id_idx","requisicoes_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicoes_compra.requisicoes_compra_of_numero_idx","requisicoes_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicoes_compra.requisicoes_compra_pkey","requisicoes_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","requisicoes_compra.requisicoes_compra_projeto_idx","requisicoes_compra","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_ativo_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_codigo_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_deleted_at_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_empresa_ativo_deleted_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_empresa_codigo_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_empresa_codigo_unique_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_empresa_id_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_empresa_tipo_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_pkey","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_tipo_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","tecnologias_aplicadas.tecnologias_aplicadas_updated_at_idx","tecnologias_aplicadas","SUBSTITUIR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","usuarios.usuarios_email_idx","usuarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","usuarios.usuarios_email_key","usuarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","usuarios.usuarios_nivel_acesso_idx","usuarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"indice","usuarios.usuarios_pkey","usuarios","TRANSFORMAR","índice derivado do schema definitivo","Recriar após constraints e padrões de acesso definitivos"
"sequencia","public.empresas_codigo_seq","","TRANSFORMAR","numeração transacional definitiva","Respeitar escopo empresarial e estratégia oficial de numeração"
"enum","public.nivel_acesso","","SUBSTITUIR","papel controlado no contrato de public.usuarios","Não manter fonte paralela de autorização nem enum rígido sem contrato normativo"
